Movie Title,Gross,Production Budget,ROI,Clear premise,Familiar setting,Early exposition,Coincidence avoidance,Interconnected,Surprise,Anticipation,Flashback avoidance,Linear timeline,Clear motivation,Multidimensional hero,Strong nemesis,Sympathetic hero,Logical characters,Character growth,Important conflict,Multidimensional conflict,Conflict build-up,Conflict lock-in,Unambiguous resolution,Logical ending,Surprise ending
Shawshank Redemption,28341469,25000000,-0.376487682,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4
Shawshank Redemption,28341469,25000000,-0.376487682,4,3,3,2,4,3,4,3,4,4,3,2,3,4,3,4,3,4,3,4,3,4
Shawshank Redemption,28341469,25000000,-0.376487682,4,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,1,3,2
Hotel Rwanda,23530892,17500000,-0.26045768,3,2,4,2,3,2,2,4,3,3,3,3,3,4,3,3,2,3,3,3,4,3
Hotel Rwanda,23530892,17500000,-0.26045768,4,2,4,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3
Hotel Rwanda,23530892,17500000,-0.26045768,4,2,3,4,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,2
Hotel Rwanda,23530892,17500000,-0.26045768,3,1,2,4,4,2,3,4,4,2,3,3,4,3,3,4,2,4,3,3,4,2
Hotel Rwanda,23530892,17500000,-0.26045768,4,2,2,2,4,3,4,2,4,4,3,3,3,3,2,4,1,2,3,3,3,2
Hotel Rwanda,23530892,17500000,-0.26045768,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4
Hotel Rwanda,23530892,17500000,-0.26045768,4,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,1
Hotel Rwanda,23530892,17500000,-0.26045768,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Hotel Rwanda,23530892,17500000,-0.26045768,4,3,2,2,3,2,3,4,4,3,2,2,2,4,3,3,3,3,2,3,2,3
Hotel Rwanda,23530892,17500000,-0.26045768,4,1,4,3,4,2,3,4,4,3,3,3,4,4,2,3,2,4,4,1,4,1
Titanic,600788188,200000000,0.652167517,4,4,4,2,4,3,4,1,4,4,3,3,3,4,3,3,3,3,4,3,4,4
Titanic,600788188,200000000,0.652167517,3,4,3,3,4,3,3,2,3,2,4,2,4,4,4,3,3,4,3,2,3,3
Titanic,600788188,200000000,0.652167517,4,3,3,4,4,4,4,2,3,4,3,4,4,3,4,4,2,3,3,3,3,3
Titanic,600788188,200000000,0.652167517,4,4,2,3,4,1,3,3,4,4,2,1,3,4,3,4,2,2,3,4,4,1
Titanic,600788188,200000000,0.652167517,4,2,4,3,3,3,4,4,3,3,3,4,4,4,2,3,3,3,4,2,3,2
Titanic,600788188,200000000,0.652167517,2,1,3,3,2,2,2,2,2,2,3,3,4,3,3,2,2,3,2,3,2,4
Titanic,600788188,200000000,0.652167517,4,4,3,1,4,4,4,2,3,4,4,3,4,4,4,4,1,3,2,3,4,3
Titanic,600788188,200000000,0.652167517,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,2,3,2,4,4,4
Titanic,600788188,200000000,0.652167517,3,4,3,3,3,2,2,1,2,2,4,2,4,4,4,2,3,2,3,3,3,3
Titanic,600788188,200000000,0.652167517,4,3,4,4,3,1,3,1,3,4,4,2,4,4,4,4,3,4,3,4,2,3
